author,title,nega_posi,score,length,words
泉鏡花,木の子説法,ポジティブ,0.8723862767219543,17343,"一樹,山伏,思う,舞台,小僧,見え,主人,取っ,白い,一人,世話,出来,思い,掛け,狂言,立て,政治,次郎,知れ,言う,一所,下さい,並ん,初茸,千葉,手拭,数珠,欄干,甘い,画工,番組,知ら,空腹,羽織,聞い,見物,覚え,下り,二人,云う,云っ,出し,出る,切っ,医師,坂下,場所,少年,必要,思っ,扇子,投機,持っ,正面,消え,物干,玄庵,生え,脚気,見る,覗い,貸し,路地,込ん,近所,通っ,遁げ,長屋,且つ,両手,乳首,人間,以来,倒れ,入っ,入れ,出す,別荘,古い,噛もう,圧え,夥多,天井,始末,婦人,存じ,対し,小石,屋根,帽子,干鯛,打っ,揚幕,損料,故郷,望む,東京,板敷,毒茸,焼き,狸穴,生命,知っ,碁会,碁盤,稲妻,突立っ,端書,競っ,美しい,脱い,自分,若い,菩薩,落し,蕎麦,行っ,言っ,言葉,説法,起っ,足袋,返す,這う,通り,階子,飛魚,黄色,黒い,アド,シテ,テイ,一杯,三百,上り,上下,不可,不思議,並べ,二三,二十,五十,今時,何しろ,使い,使っ,優しい,兜巾,内証,冷い,切ろう,刻ん,剥い,剥ぐ,加減,包ん,卓子,博徒,反対,取る,口癖,古風,合っ,同行,向う,向っ,吹込む,呼び,唱う,問屋,地蔵,地震,坊や,坊主,堪る,場末,塗笠,多く,大きな,大な,大人,夫人,姉娘,嬲り,寄席,小児,少い,少し,少女,屋敷,帰っ,帰ら,帷子,廻ら,引く,当日,心得,思わ,悲惨,意味"
豊島与志雄,無法者,ポジティブ,0.8723883628845215,12030,"志村,夫人,フグ,房代,彼女,言っ,女中,旅館,カクテル,割烹,下さい,二人,分ら,行っ,飲ん,今井,好き,婦人,少し,約束,茶漬け,食べ,先生,内緒,女性,料理,気持ち,然し,煙草,申し,相手,自身,関係,恐らく,或る,未亡人,知っ,立て,聞き,ホテル,侮辱,出し,出来,吉岡,存じ,広間,感じ,武原,気恥しい,浅間,立っ,笑い,笑っ,笑み,素人,結婚,胡麻,自宅,若い,言い,言う,調子,飲み,飲む,黙っ,キス,パーティー,一般,世話,久木,仰言っ,刺身,勿論,和歌,土屋,小さな,忘れ,思い出す,思っ,性的,意思,懇意,手首,押え,敬遠,日本,時間,普通,有松,様子,河口,泊っ,泊り,男女,答え,聞い,致し,行き,行こう,行為,表示,覚し,話し,誘っ,返事,通り,通りかかる,酔い,電話,面白い,食い,魅力,キャバレー,ステッキ,ティー,ベッド,一人,一番,一線,不在,世の中,中尾,中年,主人,交際,人々,会合,会社,何時頃,冗談,分り,初め,勿体,半面,単に,参り,取り上げ,受け,叫び,召上っ,吐い,含ん,吹かし,囁く,地位,多く,大袈裟,太田,嫌い,子供,季節,実際,寄せ,尋ね,小声,少しく,弟子,得る,心持ち,必要,怒っ,意味,意見,意識,戦争,方法,方面,書い,月曜,木村,本当,来る,案内,止め,歩い,毒素,浮べ,温泉,火遊び,独身,申す,盛ん,真面目,眺め,知れ,破廉恥,硝子,穏当,立てる,納まら,結論,縁側,美味,考え,聞え,肥満,腹の虫,自動,自由,芸者"
中勘助,小品四つ,ポジティブ,0.8723929524421692,3040,"秋草,美しい,好き,思いだす,手燭,折紙,白い,落し,リボン,光る,子安,小箱,思い,染め,模様,残り,沈ん,珊瑚,眺め,綺麗,菓子,葦辺,貴い,踊り,踊り子,長い,頸筋,ガラス,クリーム,スペード,トランプ,一所,一斉,一日,三味,三方,上方,不思議,丸髷,乙女,二人,人形,伊丹,使い,兄弟,入道,円窓,写し,写す,写真,出来,千ひろ,博多,卵色,合せめ,向きあっ,吸いこま,吹き,呼びとめ,咲い,咲きみだれ,器用,囃し,囃子,坐っ,夕月,多く,夜昼,夜露,夢み,大きな,大正,太夫,太鼓,女の子,女神,姿勢,嬉し,孔雀,孟宗,寂しい,寂しく,寐る,小さな,小皿,巻貝,帆柱,帆立,帰っ,帰ろう,常づね,幾十,座敷,彫っ,待宵,後姿,忘れ,思い出,思う,憂鬱,懸命,手くび,手つき,手際,打っ,打つ,折っ,抱か,拾いあつめ,持てる,描く,撞木,放射,斑点,日傘,星宿,春日,暖い,暗紅,月日,朝日,朽葉,束ね,松原,枕もと,染み,柔和,桃色,梅幸,植え,植込み,楽しい,歩み,残っ,泣き顔,泳ぐ,浅葱,浮い,浮ん,海岸,海老,涼しい,淡紅,淡黄,溶け,潮風,濃い,点茶,無数,無言,燈し,独り言,生きいき,生れる,畳ま,畳み,病床,眠る,眺め入っ,眼ざし,瞬く,砂地,硝子,穹窿,竜女,競い,笑わ,笠貝,粗末,紅白,紅皿,紫苑,紫黒,細い,細工,紺色,紺青,結っ,結ん,絵具,緋鯉,緩か,繁み,繁り,羽根,自由,舞子,色紙,花形,花道,花鋏,若木,草紙,落ち,蓮花,藤紫,虎の尾,蛍草,蜘蛛,蜻蛉"
中原中也,青年青木三造,ポジティブ,0.8723940849304199,2250,"三造,世間,思つ,叮寧,無念,感じ,此処,知ら,自分,呑気,意志,言へ,言葉,何れ,全く,出来,友人,受容れ,堂々,大学,形容,戦はう,朝顔,正々,正確,素直,絶え,言つ,誘惑,語り,語る,馬鹿,イデ,コンノート,ドギマギ,ヒツパタク,一千,一種,一言,三十,上手,不思議,世渡り,主要,九百,事実,亡き,京都,人間,今春,仕事,仮り,何時,作者,個人,全て,出し,出よう,出来る,分つ,分子,切ない,到達,加減,勿論,十分,半々,卒へ,即興,可なり,各々,名詞,吸収,吾人,呈出,喜び,喜ぶ,喜ん,嘆く,因循,夕凪,多く,始る,定まる,実際,容易,寧ろ,対象,尊敬,尠く,就い,帰京,幻想,弘めよう,強い,役柄,微妙,微温い,心中,心事,心許ない,必要,忘れ,念頭,思は,思ひ出す,意識,手合,抜粋,押し,押し黙る,持つ,掠め,推量,握手,放心,明るい,明白,時間,暮し,朴訥,材料,構成,権利,正し,此の世,歴史,死ん,死後,殿下,母親,毎日,気味,気持,混沌,無口,無論,無邪気,然し,然る,犯す,献立,現出,現在,現実,理窟,病身,発見,直観,看病,眼前,知り,紙片,終る,結成,結論,置く,考ふ,而して,聴手,自信,自我,自身,萎む,蓋し,見える,角度,言ふ,評価,話す,語り出でる,調停,身辺,進み寄る,運命,金のこ,金儲け,静か,順序,三造,世間,思つ,叮寧,無念,感じ,此処,知ら,自分,呑気,意志,言へ,言葉,何れ,全く,出来,友人,受容れ,堂々,大学,形容"
新美南吉,かぶと虫,ポジティブ,0.8723968863487244,3507,"小さい,太郎,安雄,金平,恭一,悲しみ,来る,子供,聞え,遊ぶ,三河,世界,大きい,帰つ,或る,正月,泣く,縁側,見る,近く,面白い,一人,今日,仕事場,出し,友達,呼び,大人,大工,小母,思ひ,格子,泣い,消す,縁板,聞えれ,花畑,行き,通り,遊べる,重い,カリカリ,メートル,一人前,一生,上下,上手,二人,仕事着,兄弟,入れる,切らし,前垂れ,力なく,動かし,同じ,向か,呼ば,土堤,地面,坂道,大きな,大頭,太い,失ひ,学校,小父,少し,居眠り,左右,帽子,年上,待つ,思つ,手先,持つ,掻き,明日,昨日,木の葉,木登り,桑畑,歩い,歩か,歩き,気づか,油断,熱心,痛い,痛う,百姓,眉根,知ら,研い,研ぎ,砥石,立て,笑ひ,糸切れ,細い,細工,考へ,聞える,聞かし,聞き,聞きとがめ,落し,落ちる,見え,見せ,親類,赤い,近づく,返事,追つ,逃げ,進め,遊ば,遊び,遊べん,遠く,長い,陣取り,青年,静か,鳴る,麦畑,麦稈,黒い,小さい,太郎,安雄,金平,恭一,悲しみ,来る,子供,聞え,遊ぶ,三河,世界,大きい,帰つ,或る,正月,泣く,縁側,見る,近く,面白い,一人,今日,仕事場,出し,友達,呼び,大人,大工,小母,思ひ,格子,泣い,消す,縁板,聞えれ,花畑,行き,通り,遊べる,重い,カリカリ,メートル,一人前,一生,上下,上手,二人,仕事着,兄弟,入れる,切らし,前垂れ,力なく,動かし,同じ,向か,呼ば,土堤,地面,坂道,大きな,大頭,太い,失ひ,学校,小父,少し,居眠り,左右,帽子"
寺田寅彦,二科展院展急行瞥見記,ポジティブ,0.8723997473716736,4066,"自分,展覧,美術,個性,思わ,日本,近頃,今年,少し,思う,今日,印象,団体,忘れ,感じ,本当,見る,野獣,事実,人間,伝統,勿論,多い,多少,安井,思っ,想い出さ,考え,蒸暑,表現,陳列,一体,不思議,並べ,中央,二科,云っ,個人,出し,出来,勝手,反し,同人,回顧,地震,実際,希望,強烈,彫刻,愉快,意味,招待,掻い,描く,新しい,時々,毎年,気候,気持,決して,津田,無視,石井,空虚,綺麗,群像,自動,自身,興味,見え,設計,近年,通り,部分,アツイ,エロチシズム,セガンチニ,ソフィスチケーション,ブラシ,プロ,ポーズ,メストロウィーク,メンバー,ヴェニス,一と目,一人,一人一人,一室,一層,一政,一日,一杯,一般,丁度,三越,上野,不平,不毛,不通,与え,世の中,両手,両氏,中川,丸く,主義,乱暴,了解,二十,云わ,交叉,今時,仕事,仕方,以外,仲違い,企て,会っ,似顔,何物,何百,信仰,偶然,傾向,優る,先ず,先年,光っ,光琳,入場,全体,八丈,内務,内容,冒さ,写生,出品,出掛け,出来る,出発,出雲崎,刺戟,効果,勉め,動的,十二分,午前,単なる,参考,取っ,受け,古い,古く,叫び声,各自,同じ,同君,同様,同氏,含ん,吹く,吾々,周り,問題,喫茶,噛み,圏外,坂本,場内,場合,塑像,塗り,変っ,変り種,変態,多数,大それた,大家,大正,大物,大観,天候,好き,好み,好意,学芸,学術,安く,安んじ,完全,完成,宗教,宝石,対する,専門,導く,少々,少なく,尤も,屏風"
太宰治,十五年間,ポジティブ,0.8723997473716736,18648,"日本,サロン,思想,書い,津軽,自由,東京,小説,生活,自分,言っ,二十,昭和,無い,発表,作品,手紙,故郷,年間,戦争,思っ,或る,時代,知れ,芸術,主義,全部,於い,知っ,学校,少し,文化,生家,短篇,子供,思わ,死ぬ,無かっ,甲府,井伏,卒業,或いは,既に,知ら,考え,言い,言わ,先輩,出し,出来,出発,半可通,思い,思い出,思う,意味,最も,朝太郎,百姓,知識,下さい,以上,信じ,出版,午後,味方,太宰,小さい,当時,悪い,持っ,新聞,永遠,田舎者,科学,聞い,自殺,行き,言う,遺書,高等,キリスト,パン,フネ,フランス,八景,列車,外国,大きい,大学,天沼,感じ,所謂,改札,文芸,方面,旅行,曰く,歩い,歩き,死に,死ん,気取っ,現実,病室,研究,破産,箇月,精神,紙袋,置い,置き,行く,記事,説明,越後,遊び,都会,雑誌,離れ,青森,願い,駄目,黙っ,ドラマ,リベルタン,一向,一緒,三十,上品,乗っ,事変,事実,二人,二百,五十,人生,人間,仮説,住ん,作家,信濃,前橋,創作,原稿,受け,否定,問題,国民,堕落,変っ,大いに,大戦,大臣,女房,嫌悪,実朝,家庭,小牛田,就い,弘前,強く,必ず,忘れ,思え,意地,憂鬱,戦時,技法,挙げ,新しい,書く,決して,汽車,無理,獅子,生れ,破壊,空気,結局,聖書,薄汚い,行か,西洋,覚え,親子,負ける,財産,足り,転居,過ぎ,違う,醜い,長篇,間違い,闘争,青年,魚服,キザ,シーツ"
国枝史郎,三甚内,ポジティブ,0.8724047541618347,11354,"甚内,武士,云っ,庄司,老人,江戸,甚右衛門,云い,小判,座敷,一人,初雪,富沢,行っ,悪い,懐中,死骸,甚太郎,開け,飛沢,驚い,云う,左手,思っ,武蔵,現われ,知ら,見える,バラバラ,パッ,ホホ,上げ,二人,二十,人殺し,今日,分け,印籠,吉原,同じ,呼吸,場合,当たっ,思わ,怨み,捕り,捕り手,掛け,更け,来る,河岸,泥棒,消え,畜生,盗賊,目明し,笑っ,聞こえ,船頭,遊女,頬冠り,馴染,一緒,他人,余り,再び,出し,出来,初太刀,刹那,剣術,十手,卑怯,右手,合わせ,同時,土間,女郎,宝蔵,宣っ,寛永,川口,左右,底本,廻っ,心中,悪行,手下,投げ,抜い,捨て,提灯,梯子,機嫌,気味,渡っ,相違,真ん中,立て,笑い,細い,自分,草履,落ち,行き,見え,財布,転がっ,響き,黒田,黙れ,グイ,スルリ,トントン,ドブ,ハッハッハッ,ホロ,一流,下がっ,不味,不平,不思議,両手,並ん,主人,五十,人影,今年,以前,仰天,使う,兄貴,円明,出合え,初めて,刻印,割っ,勝負,匕首,半身,南無三,古い,古着,呼び合う,呼び止め,呼ん,呼子,咽喉,商売,四十,四辺,回国,垂れ,変え,変わら,外し,大小,大尽,大門,天水,太刀傷,奪い,奪っ,安泰,少し,山海,常時,幸い,幽か,延ばし,引か,弟子,役目,往来,往生,待ち,徒党,従い,徘徊,徳川,忍ばせ,思い,怪しい,恐れ,悉く,悪く,悲鳴,感心,戸外,投げ付け,投げ込ま,持っ,振り返っ,掛かっ,掛け声,掴ん,握っ,文台,日本,早く"
折口信夫,だいがくの研究,ポジティブ,0.872405469417572,3636,"言ふ,天幕,居る,傘鉾,提灯,大阪,木津,舁き,出来,思は,祭り,立て,舁い,一体,住吉,出し,町々,祭礼,羅紗,一人,入れ,囲り,夏祭り,太鼓,引き綱,形式,明治,老人,非常,三十,乃至,今日,代り,以前,以後,伊勢,但し,備へ,八坂,出す,吊る,名所,名称,喧嘩,小さい,山車,広場,恐らく,持ち,揃へ,文句,書い,最後,来る,段々,深江,玉造,省略,祇園,竿頭,紀州,紙花,結ぶ,縫う,薙刀,見せ,見る,踊り,錦襴,関係,音頭,一昨,一村,一番,一筋,万事,三日月,三納,上下,下馬,主水,乗せ,九郎兵衛,了う,事実,二千,二郎,云ふ,五十,五穀,五色,今月,伝へ,作る,併し,使う,信仰,児湯,入り乱れる,八十,八幡,六十,円錐,出向い,出来る,切つ,列ね,初め,到る,前者,力持ち,動く,勝間,勿論,原始,参照,反対,古く,古老,右往,右方,合唱,名高い,咲く,囃し,四方,国旗,垂し,垂れ,基い,場合,境内,墨書き,売り,夏祭,外宮,多い,多く,大きく,大きな,大分,大蛇,大道,大額,天下,太平,太陽,奥山,如く,始め,子ども,子別れ,守り袋,定め,実川,宵宮,家並み,対治,小さな,尖端,屋台,屋根,左往,帰り途,廻す,廻り,廻る,引か,当然,往来,御幣,思ふ,悉皆,意匠,成り,成就,成立,或は,戦争,打ち,拍つ,拍子,括り,捧げ,接近,描く,揺れ,撞木,数多,新町,方形,日向,日清,日間,春日,普通,暮れ,曳き,書く,最中"
三木露風,修道院の月,ポジティブ,0.8724085688591003,1450,"今宵,摘み,燈火,見える,16,上る,交々,入つ,吹か,哀しみ,多く,山荘,山頂,摘ん,更に,書物,月夜,歓び,白い,知れ,秋風,著る,行つ,随ひ,領土,黒く,10,91,957,トラピスト,マリア,一ところ,一入,一筋,下り,丸山,人影,修友,修道,僧院,入る,入乱れ,全面,内部,冷め,前面,創刊,化現,北斗,千万,単調,反映,取り,取る,向ふ,吹き散らし,哀歓,啾々,囃子,団扇,堪え,夜目,大きく,大きな,大気,天地,天心,太鼓,委せ,寂寥,寂然,富士見,射し,小橋,小逕,尽きる,山腹,巌窟,広き,広く,延び,建物,彼方,往来,後ろ,忘れ,思ひ,思ふ,感じ,感興,揺らぐ,散らかし,明るく,昼間,書き物,来る,果し,歩み,歩む,殊更,永遠,法師,浮き,浮雲,海上,渡り,満ち,漂蕩,濡れ,灰白,無限,照り,牧神,牧草,狭霧,現はれ,琥珀,男女,異れ,白月,白樺,眠つ,眠ら,礼拝,祀り,秘す,立ち,立像,籠める,置き,美しい,群がり,聖母,聞え,至つ,芝生,若き,茂る,茫漠,落葉松,葉裏,行き,行く,衝い,西行,見れ,視める,踊る,転じ,輝き,逍遙,遂に,開い,青い,静寧,靡い,高く,鮮か,黄金,黝ずん,今宵,摘み,燈火,見える,16,上る,交々,入つ,吹か,哀しみ,多く,山荘,山頂,摘ん,更に,書物,月夜,歓び,白い,知れ,秋風,著る,行つ,随ひ,領土,黒く,10,91,957,トラピスト,マリア,一ところ,一入,一筋,下り,丸山,人影,修友,修道,僧院"
