author,title,nega_posi,score,length,words
李箱,最後,ネガティブ,0.9613265991210938,47,"地球,墜ち,壊れる,如何なる,最後,最早,林檎,痛ん,発芽,精神"
萩原朔太郎,近日所感,ネガティブ,0.959707260131836,41,"怒り,慘虐,朝鮮,殺さ,百里,視る,連なれ"
今野大力,今日もまた,ネガティブ,0.9508042931556702,52,"今日,何故,切りつめ,弱き,泣い,虐げ,過し"
萩原朔太郎,たびよりかへれる巡禮のうた,ネガティブ,0.941996932029724,28,
漢那浪笛,心,ネガティブ,0.926616072654724,105,"今日,去る,去ん,吾が,弄し,思ひ,悲しき,明日,止む,淋し"
岸田國士,「文壇波動調」欄記事,ネガティブ,0.921557605266571,101,"上演,今更,同じ,惨め,感じる,映し,書い,気持ち,脚本,自分,驚き"
森川義信,（無題）,ネガティブ,0.9150492548942566,72,"一角,恐り,憎悪,断崖,突風,色彩,重量"
末吉安持,夕,ネガティブ,0.9035079479217528,78,"今日,思ふ,思へ,明日,暮れ,泣き伏し,痩せ,直ら,破れ"
牧野信一,自己紹介,ネガティブ,0.8992750644683838,196,"写真,深刻,苦味,付か,出来,心持,惨め,成る,持合せ,撮る,普通,書い,朗か,極く,泣き,示さ,笑ひ,笑顔,落ちつき,見せ,見当,過ぎ"
今野大力,ある歴史に就て,ネガティブ,0.8819671273231506,104,"湖水,厭世,天空,存じ,忘れ,思案,暫く,森林,沈ん,知っ,行っ,降り,静か"
渡久山水鳴,馬車,ネガティブ,0.8754648566246033,60,"労れ,振ふ,炭俵,載せ,馬車,馭する,高き"
山村暮鳥,雪,ネガティブ,0.8731589317321777,65,屋根
牧野信一,〔作者の言分〕,ネガティブ,0.8720667362213135,161,"不断,主観,仕方,何う,作家,全く,場合,寧ろ,対蹠,就い,差異,態度,憂鬱,批評,抗議,方法,楽観,武二,残念,海野,深く,申し,益々,簡略,見出せ,観点,述べる,通り過ぎる,陥る"
漢那浪笛,かの日,ネガティブ,0.8701662421226501,119,"吾れ,墓場,少なく,悲哀,感じ,景色,束の間,歓楽,決別,淋し,濡れ,空気,通す,連れ,遂に"
中原中也,（成程）,ネガティブ,0.8588839769363403,222,"一人,発見,菓子,バランス,二人,嫌ひ,オーダン,カレ,一切,一番,三角,今後,仕合せ,何故,出来,大好き,好ん,平凡,悲哀,成程,既に,楽しみ,煙草,知る,要求,関係,髪油,鳴い"
萩原朔太郎,爪,ネガティブ,0.8578163385391235,62,"リキユールグラス,侘しく,思ふ,思へ,憎し,我が,爪形,生れつき,青く"
